query,original_answer
pymongo float precision: <p>I have a number stored in mongo as 15000.245263 with 6 numbers after decimal point but when I use pymongo to get this number I got 15000.24. Is the pymongo reduced the precision of float?</p>,"<p>This could happen if you trying to print out a long float value, and i think it is not related to mongodb.</p>

<pre><code>&gt;&gt;&gt; print 1111.1111
1111.1111

&gt;&gt;&gt; print 1111111111.111
1111111111.11

&gt;&gt;&gt; print 1111111.11111111111
1111111.11111

# for a timestamp
&gt;&gt;&gt; import time
&gt;&gt;&gt; now = time.time()
&gt;&gt;&gt; print now
1527160240.06
</code></pre>

<p>For python2.7.10 it will just display 13 character(for my machine), if you want to display the whole value, use a format instead, like this:</p>

<pre><code>&gt;&gt;&gt; print '%.6f' % 111111111.111111
111111111.111111
</code></pre>

<p>And this is just a display problem, the value of the variable will not be affected.</p>

<pre><code>&gt;&gt;&gt; test = 111111111.111111 * 2
&gt;&gt;&gt; test
222222222.222222
&gt;&gt;&gt; print test
222222222.222
</code></pre>"
pymongo float precision: <p>I have a number stored in mongo as 15000.245263 with 6 numbers after decimal point but when I use pymongo to get this number I got 15000.24. Is the pymongo reduced the precision of float?</p>,"<p>I can't reproduce this. In Python 2.7.13 on my Mac:</p>

<pre><code>&gt;&gt;&gt; from pymongo import MongoClient
&gt;&gt;&gt; c = MongoClient().my_db.my_collection
&gt;&gt;&gt; c.delete_many({})  # Delete all documents
&gt;&gt;&gt; c.insert_one({'x': 15000.245263})
&gt;&gt;&gt; c.find_one()
{u'x': 15000.245263, u'_id': ObjectId('59525d32a08bff0800cc72bd')}
</code></pre>

<p>The retrieved value of ""x"" is printed the same as it was when I entered it.</p>"
"Short animation class in Pygame?: <p>I litterally have no idea still as to how to use classes. I just need to do an 18 frame animation and have the capability of doing it anywhere (25 times) in a 5x5 grid. Any ideas on how this could be accomplished?</p>

<p>Anyway, this is what I have so far:</p>

<pre><code>class showRectangles:
  def __init__(self):
    pass
  def flipcard(self):
    while showrect:
      pygame.draw.rect(window,black,[self.position,75*scale,75*scale])
    self.blitoptions = self.image,self.position,[[55,self.frame,0],[75*scale,75*scale]]
    window.blit(pygame.transform.smoothscale(self.blitoptions,75*scale).convert_alpha())
    if self.flipping and self.frame != 18:
      self.frame += 1
    else:
      self.flipping = False

class boardCard(showRectangles):

  def __init__(self,pos):
    self.position = pos
    self.rect = Rect(self.position[0]*scale,self.position[1]*scale,self.position[0]+75*scale,self.position[1]+75*scale)
    self.flipping = False
    self.frame = 0
    self.image = themedb[""default""][""images""][""flipanimation""]


  # def getrect(self):
  #   return pygame.rect(int(self.position[0]),int(self.position[1]),int(self.position[0])+75*scale,int(self.position[1])+75*scale)
</code></pre>

<p>Variables:</p>

<p>Showrect shows the areas that are clickable as a sort of ""debug view"".</p>

<p>Scale is what resizes the window and images on it.</p>

<p>ThemeDB is the set of themes for the game. ""FlipAnimation.png"" is stored here.</p>","<p>Did you read the <a href=""http://docs.python.org/2/tutorial/classes.html"" rel=""nofollow"">python tutorials</a>? They have a great explanation about classes.</p>

<p>I'm not sure what you are trying to accomplish, but it seems that you have a grid of rectangles, and after a click, you want to flip the card with an animation.</p>

<p>What you want is to define a class MyRectangle, that will have the methods <code>__init__</code>, <code>draw</code> and <code>update</code>. Here is an short example:</p>

<pre><code>class Card:
    def __init__(self,pos):
        self.flipping = false
        self.images = loadImages()
        self.frame = 0
        self.pos = pos
    def flip():
        self.flipping = true
    def update():
        if self.flipping:
            self.frame += 1
            self.frame %= len(self.images)
    def draw(screen):
        screen.blit(self.images[self.frame],self.pos)
</code></pre>

<p>Your main loop code will look like this:</p>

<pre><code>cards = []
for x in range(10):
   for y in range(10):
      cards.append(Card((x*10,y*10)))
while not finished:
    for card in cards:
        card.draw(screen)
        card.update()
#somewhere in the event loop:
    card.flip()
</code></pre>"
"How do I split this string in python 2.7 keeping spaces?: <p>I am looking for a way to take a string and output it as a list with each character split?</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; what_i_want(sentence)
['h', 'e', 'l', 'l', 'o', ' ', 'I', ' ', 'a', 'm', ' ', 'c', 'o', 'o', 'l']
</code></pre>

<p>However, this doesn't seem to work:</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; sentence = ' '.join(sentence).split()
&gt;&gt;&gt; print sentence
['h', 'e', 'l', 'l', 'o', 'I', 'a', 'm', 'c', 'o', 'o', 'l']
</code></pre>

<p>It doesn't print the space in between! Also, this doesn't work:</p>

<pre><code>&gt;&gt;&gt; import re
&gt;&gt;&gt; splitter = re.compile(r'(\s+|\S+)')
&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; splitter.findall(sentence)
['hello', ' ', 'I', ' ', 'am', ' ', 'cool']
&gt;&gt;&gt; sentence = ' '.join(sentence)
&gt;&gt;&gt; splitter.findall(sentence)
['h', ' ', 'e', ' ', 'l', ' ', 'l', ' ', 'o', '   ', 'i', '   ', 'a', ' ', 'm', '   ', 'a', ' ', 'j']
</code></pre>

<p>Can anyone tell me an efficient and relatively easy way to do this?
Thanks in advance!</p>","<p>Using <code>list()</code>:</p>

<pre><code>&gt;&gt;&gt; list(sentence)
['h', 'e', 'l', 'l', 'o', ' ', 'I', ' ', 'a', 'm', ' ', 'c', 'o', 'o', 'l']
</code></pre>"
"How do I split this string in python 2.7 keeping spaces?: <p>I am looking for a way to take a string and output it as a list with each character split?</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; what_i_want(sentence)
['h', 'e', 'l', 'l', 'o', ' ', 'I', ' ', 'a', 'm', ' ', 'c', 'o', 'o', 'l']
</code></pre>

<p>However, this doesn't seem to work:</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; sentence = ' '.join(sentence).split()
&gt;&gt;&gt; print sentence
['h', 'e', 'l', 'l', 'o', 'I', 'a', 'm', 'c', 'o', 'o', 'l']
</code></pre>

<p>It doesn't print the space in between! Also, this doesn't work:</p>

<pre><code>&gt;&gt;&gt; import re
&gt;&gt;&gt; splitter = re.compile(r'(\s+|\S+)')
&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; splitter.findall(sentence)
['hello', ' ', 'I', ' ', 'am', ' ', 'cool']
&gt;&gt;&gt; sentence = ' '.join(sentence)
&gt;&gt;&gt; splitter.findall(sentence)
['h', ' ', 'e', ' ', 'l', ' ', 'l', ' ', 'o', '   ', 'i', '   ', 'a', ' ', 'm', '   ', 'a', ' ', 'j']
</code></pre>

<p>Can anyone tell me an efficient and relatively easy way to do this?
Thanks in advance!</p>","<p>Passing a string to <a href=""http://docs.python.org/2/library/functions.html#list""><code>list</code></a>, you will get a list of single-character strings.</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; list(sentence)
['h', 'e', 'l', 'l', 'o', ' ', 'I', ' ', 'a', 'm', ' ', 'c', 'o', 'o', 'l']
</code></pre>"
"How do I split this string in python 2.7 keeping spaces?: <p>I am looking for a way to take a string and output it as a list with each character split?</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; what_i_want(sentence)
['h', 'e', 'l', 'l', 'o', ' ', 'I', ' ', 'a', 'm', ' ', 'c', 'o', 'o', 'l']
</code></pre>

<p>However, this doesn't seem to work:</p>

<pre><code>&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; sentence = ' '.join(sentence).split()
&gt;&gt;&gt; print sentence
['h', 'e', 'l', 'l', 'o', 'I', 'a', 'm', 'c', 'o', 'o', 'l']
</code></pre>

<p>It doesn't print the space in between! Also, this doesn't work:</p>

<pre><code>&gt;&gt;&gt; import re
&gt;&gt;&gt; splitter = re.compile(r'(\s+|\S+)')
&gt;&gt;&gt; sentence = 'hello I am cool'
&gt;&gt;&gt; splitter.findall(sentence)
['hello', ' ', 'I', ' ', 'am', ' ', 'cool']
&gt;&gt;&gt; sentence = ' '.join(sentence)
&gt;&gt;&gt; splitter.findall(sentence)
['h', ' ', 'e', ' ', 'l', ' ', 'l', ' ', 'o', '   ', 'i', '   ', 'a', ' ', 'm', '   ', 'a', ' ', 'j']
</code></pre>

<p>Can anyone tell me an efficient and relatively easy way to do this?
Thanks in advance!</p>","<p>You can also use <code>for</code> loops on strings, if you want to iterate each character.</p>

<pre><code>for chr in 'hello I am cool':
    print(chr)
</code></pre>

<p>It should result in:</p>

<pre><code>h
e
l
l
o

I

a
m

c
o
o
l
</code></pre>"
"TicTacToe project in Python 2: I am trying to avoid using global variables and return variables instead: <p>I am working on a project, and I have no idea how to avoid using global variables. I have a list of functions that perform bits and pieces but I am not able to pass variables between them!</p>

<p>Here is my current code:</p>

<p>===================</p>

<pre><code>def player_names_input():
    global player_A_name,player_B_name
    player_A_name = raw_input(""Please enter name for Player A    :   "")
    player_B_name = raw_input(""Please enter name for Player B    :   "")

def coin_flip():
    global player_A_name,player_B_name,start_player,end_player,game_state
    game_state = ""running""
    import random
    print ""\nFlipping a coin to see who starts first...""
    random_int = random.randint(0, 1)
    if random_int == 0:
        coin = 'Heads'
        start_player = player_A_name
        end_player = player_B_name
    else:
        coin = 'Tails'
        start_player = player_B_name
        end_player = player_A_name
    print '\nCoin flip --&gt; ',coin
    print '\nStarting player --&gt; ',start_player
    print '\nStarting player gets ""X""'

player_names_input()
coin_flip()
</code></pre>

<p>Here is my failed attempt to use return instead of global:</p>

<p>=========================================================</p>

<pre><code>def player_names_input():
    player_A_name = raw_input(""Please enter name for Player A    :   "")
    player_B_name = raw_input(""Please enter name for Player B    :   "")
    return player_A_name,player_B_name

def coin_flip(player_A_name,player_B_name):
    game_state = ""running""
    import random
    print ""\nFlipping a coin to see who starts first...""
    random_int = random.randint(0, 1)
    if random_int == 0:
        coin = 'Heads'
        start_player = player_A_name
        end_player = player_B_name
    else:
        coin = 'Tails'
        start_player = player_B_name
        end_player = player_A_name
    print '\nCoin flip --&gt; ',coin
    print '\nStarting player --&gt; ',start_player
    print '\nStarting player gets ""X""'

player_names_input()
coin_flip(player_A_name,player_B_name)
</code></pre>

<p>1- Please help make my second code run, I really wanna avoid global variables as everyone recommends.
2- Please critique my code, I am in the beginning and I am trying to learn writing good code (not just code). How bad is my attempt?</p>","<p>Since you have defined <code>player_names_input()</code> to return a 2-tuple (the two values, <code>player_A_name</code> and <code>player_B_name</code>), you could just assign them like so in the scope you are using that function,</p>

<pre><code>player_A_name, player_B_name = player_names_input()
</code></pre>

<p>Now, when this is called:</p>

<pre><code>coin_flip(player_A_name, player_B_name)
</code></pre>

<p>The two variables will be available for use.</p>

<p>You may want to consider wrapping the actual main program in a main method like </p>

<pre><code>def main():
    player_A_name, player_B_name = player_names_input()
    coin_flip(player_A_name, player_B_name)
</code></pre>

<p>And call that if that file was directly executed - this is done by checking the magic <code>__name__</code> variable to equal to the string <code>'__main__'</code>, so add this too to the end of your program file.</p>

<pre><code>if __name__ == '__main__':
    main()
</code></pre>"
"How to find local maximum in a Numpy array and then trace local minimum around it?: <p>If I have a numpy array like this:</p>

<pre><code> np.array([[5, 5, 5, 3,  5, 3, 5, 6, 2, 4],
          [4, 4, 4, 5,  5, 5, 6, 5, 5, 5],
          [3, 3, 6, 5,  5, 6, 5, 4, 4, 6],
          [4, 4, 1, 5,  4, 6, 5, 5, 5, 5],
          [4, 5, 4, 2,  4, 5, 4, 4, 5, 5],
          [5, 5, 7, 7,  3, 2, 4, 4, 5, 4],
          [5, 5, 6, 8,  7, 5, 3, 3, 4, 5],
          [0, 0, 5, 7, 10, 7, 5, 5, 3, 5],
          [0, 0, 5, 6,  6, 8, 7, 6, 5, 3],
          [0, 0, 0, 0,  0, 0, 0, 0, 0, 0]])
</code></pre>

<p>How do I find the maximum value 10? and then the closest local minimum upwards from it which is 3? </p>

<p>Once I find the local minimum I need to find the local minimums surrounding that point and trace them such that I get:</p>

<pre><code> np.array([[0, 0, 0, 0,  0, 0, 0, 0, 0, 0],
          [0, 0, 0, 0,  0, 0, 0, 0, 0, 0],
          [1, 1, 0, 0,  0, 0, 0, 0, 0, 0],
          [0, 0, 1, 0,  0, 0, 0, 0, 0, 0],
          [0, 0, 0, 1,  0, 0, 0, 0, 0, 0],
          [0, 0, 0, 0,  1, 1, 0, 0, 0, 0],
          [0, 0, 0, 0,  0, 0, 1, 1, 0, 0],
          [0, 0, 0, 0,  0, 0, 0, 0, 1, 0],
          [0, 0, 0, 0,  0, 0, 0, 0, 0, 1],
          [0, 0, 0, 0,  0, 0, 0, 0, 0, 0]])
</code></pre>","<p>There are several ambiguities you'd need to deal with. It sounds like the algorithm you want does the following:</p>

<ol>
<li>Find the maximum A. This can be done with built-ins, but note that there can be more than one. How do you pick?</li>
<li>For each element B, enumerate its direct neighbors. Does that include diagonal neighbors?</li>
<li>Check if all neighbors of B are larger than B, making B a local minimum.</li>
<li>If B is a local minimum, calculate its distance from A. What is the distance function?</li>
<li>Return the minimum with the smallest distance from A</li>
</ol>

<p>(Note that there may be several local minima that are equally distant from the maximum, and which is returned depends on how the array is traversed.)</p>"
"Import framenet from nltk.corpus(.reader) in python2.7: ImportError: <p>I noticed that I cannot import framenet from nltk.corpus.reader or from nltk.corpus and understood that it is available in newer versions of NLTK.</p>

<pre><code>$ python
Python 2.7.5+ (default, Sep 19 2013, 13:48:49) 
[GCC 4.8.1] on linux2
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; import nltk
&gt;&gt;&gt; nltk.__version__
'3.0a2'
</code></pre>

<p>But the nltk.downloader shows an entry for framenet_v15 and in the filesystem I have a directory framnet_v15.
So why can I not import it?</p>

<pre><code>&gt;&gt;&gt; from nltk.corpus import framenet
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
ImportError: cannot import name framenet
&gt;&gt;&gt; from nltk.corpus.reader import framenet
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
ImportError: cannot import name framenet
</code></pre>

<p>As you can see: framenet corpus is already installed</p>

<p><img src=""https://i.stack.imgur.com/BbKkN.png"" alt=""framenet corpus is already installed""></p>","<p><strong>Example</strong></p>

<pre><code>#!/usr/bin/env python

from nltk.corpus.reader import framenet
</code></pre>

<p><strong>Installation</strong></p>

<ol>
<li><p>Download <a href=""http://nltk.org/nltk3-alpha/nltk-3.0a2.tar.gz"" rel=""nofollow"">NLTK 3.0</a> </p></li>
<li><p>tar -xzvf ntlk-3.0a3.tar.gz</p></li>
<li><p>cd nltk-3.0a3/</p></li>
<li><p>sudo python setup.py install</p></li>
</ol>

<p><strong>Execution</strong></p>

<blockquote>
  <p>./example.py</p>
</blockquote>"
"What is wrong with my code? python: <p>I am Programming in python however i have come to a slight glitch which i cannot solve! The issue is that when it prints out in a text files it only prints one line of the whole output! Otherwise it works! Please i need help to make this work!</p>

<pre><code>import sys, bz2, string, os
#instead of hardcoding filename, get it from arguments
#filename = os.getcwd()
filename = raw_input(""Enter the path of bz2 document e.g. files/access_log-20130301.bz2: "")
print ""Using file : "" + filename
source_file = bz2.BZ2File(filename, ""r"") 
for line in source_file:
    #Extract the date and put into a variable 
    logdate = string.split(line)[3][1:12]
    #Extract movie name and put into variable movie
    movie = string.split(line)[6]
    #extract who read the movie username = 
    usernames = string.split(line)[2]
    #Only process the movie line if we have /media/movie in it. 
    if movie.find('media/movies') &gt; 0:
        #Prints all things prosscesed
        print ""User:"" + usernames + "" On:"" +  logdate + "" Was watching:""+ movie
        #p=open(filename+""record.txt"", ""w"")
        fp=open(filename+""record.txt"", ""wb+"")
        fp.write(""User: "" + usernames + "" On: "" +  logdate + "" Was watching: ""+ movie+"" File from:""+filename+""\n"")
sys.exit()
</code></pre>","<p>You're opening the output file in write mode inside the loop. Open it once outside your main loop.</p>

<p>Be sure to close it when you're done. Even better, write that like:</p>

<pre><code>with open(filename + ""record.txt"", ""wb+"") as fp:
    for line in source_file:
        ...
        fp.write(...)
</code></pre>

<p>so that the <code>open</code> context manager closes it for you afterward.</p>"
"What is wrong with my code? python: <p>I am Programming in python however i have come to a slight glitch which i cannot solve! The issue is that when it prints out in a text files it only prints one line of the whole output! Otherwise it works! Please i need help to make this work!</p>

<pre><code>import sys, bz2, string, os
#instead of hardcoding filename, get it from arguments
#filename = os.getcwd()
filename = raw_input(""Enter the path of bz2 document e.g. files/access_log-20130301.bz2: "")
print ""Using file : "" + filename
source_file = bz2.BZ2File(filename, ""r"") 
for line in source_file:
    #Extract the date and put into a variable 
    logdate = string.split(line)[3][1:12]
    #Extract movie name and put into variable movie
    movie = string.split(line)[6]
    #extract who read the movie username = 
    usernames = string.split(line)[2]
    #Only process the movie line if we have /media/movie in it. 
    if movie.find('media/movies') &gt; 0:
        #Prints all things prosscesed
        print ""User:"" + usernames + "" On:"" +  logdate + "" Was watching:""+ movie
        #p=open(filename+""record.txt"", ""w"")
        fp=open(filename+""record.txt"", ""wb+"")
        fp.write(""User: "" + usernames + "" On: "" +  logdate + "" Was watching: ""+ movie+"" File from:""+filename+""\n"")
sys.exit()
</code></pre>","<p>The problem is likely that you are opening a new file handle for the file each time you want to write a line, and you do not flush the output first.  There are two possible solutions here:</p>

<ol>
<li>Open the file you intend to write to before your main <code>for</code> loop.  This way you will only have one file handle, and a lack of flushing will not cause this behavior.  Make sure you close the file when you are done.  (Consider using a <code>with</code> block, which will cause the file to be closed automatically at the termination of the block: <code>with open(filename + ""record.txt"", ""wb+"") as f:</code>)</li>
<li>Close <code>fp</code> immediately after the <code>fp.write()</code> call, which will force any buffered output to be flushed, at least to the kernel I/O cache.</li>
</ol>

<p>I would prefer option 1, as there is no reason to open and close the file multiple times in this case.  (If you are writing many lines to the file, these open/flush/close cycles will wind up wasting a lot of time!)</p>

<p>Option 1 would look something like this:</p>

<pre><code>import sys, bz2, string, os
#instead of hardcoding filename, get it from arguments
#filename = os.getcwd()
filename = raw_input(""Enter the path of bz2 document e.g. files/access_log-20130301.bz2: "")
print ""Using file : "" + filename
with open(filename+""record.txt"", ""wb+"") as fp:
    source_file = bz2.BZ2File(filename, ""r"") 
    for line in source_file:
        #Extract the date and put into a variable 
        logdate = string.split(line)[3][1:12]
        #Extract movie name and put into variable movie
        movie = string.split(line)[6]
        #extract who read the movie username = 
        usernames = string.split(line)[2]
        #Only process the movie line if we have /media/movie in it. 
        if movie.find('media/movies') &gt; 0:
            #Prints all things prosscesed
            print ""User:"" + usernames + "" On:"" +  logdate + "" Was watching:""+ movie
            #p=open(filename+""record.txt"", ""w"")
            fp.write(""User: "" + usernames + "" On: "" +  logdate + "" Was watching: ""+ movie+"" File from:""+filename+""\n"")

# The with block has ended at this point, so the file will already be closed here.

sys.exit()
</code></pre>"
"Wait and notify multiple threads at the same time python: <p>I am new to threading and python and I want to hit a server with multiple (10) http requests at the same time. I have a utility for sending the request. I wrote a code as follows:</p>

<pre><code>import time
import threading

def send_req():
    start = time.time()
    response = http_lib.request(ip,port,headers,body,url)
    end = time.time()
    response_time = start - end
    print ""Response Time: "", response_time

def main():
    thread_list = []
    for thread in range(10):
        t = threading.Thread(target=send_req)
        t.start()
        thread_list.append(t)

    for i in thread_list:
        i.join()

if (__name__ == ""__main__""):
    main()
</code></pre>

<p>It runs and prints out the response times. But then, since I am creating the threads one after the other their execution seems to be sequential and not concurrent. Can I create 10 threads at the same time and then let them execute together or create threads one by one keeping the created ones on wait until they are all finished creating and then execute them at the same time?</p>","<p>What do you mean by ""at the same time"" ?, threads do work in parallel behavior but you cannot start the threads at same exact time because python is a scripting language n its executes line by line.</p>

<p>however, One possible solution is, you can start the threads one by one, then inside the threads, you wait for some flag to trigger and keep that flag global in all of your created threads. As that flag gets True, your threads will start their process at same time. Make sure to trigger that flag=True AFTER starting all of the threads. i.e.; </p>

<pre><code>def send_req():
    global flag
    while flag==False:
        pass          # stay here unless the flag gets true
    start = time.time()
    response = http_lib.request(ip,port,headers,body,url)
    end = time.time()
    response_time = start - end
    print ""Response Time: "", response_time
    run_once=True

def main():
 flag=False
 thread_list = []
 for thread in range(10):
    t = threading.Thread(target=send_req)  # creating threads one by one
    #t.start()
    thread_list.append(t)

 for j in thread_list:   # now starting threads (still one by one)
    j.start()

 flag=True      # now start the working of each thread by releasing this flag from False to true     

 for i in thread_list:
    i.join()
</code></pre>"
"How to print a list with integers without the brackets, commas and no quotes?: <p>This is a list of Integers and this is how they are printing:</p>

<pre><code>[7, 7, 7, 7]
</code></pre>

<p>I want them to simply print like this:</p>

<pre><code>7777
</code></pre>

<p>I don't want brackets, commas or quotes.  What to do?</p>","<p>Try this:</p>

<pre><code>print("""".join(str(x) for x in This))
</code></pre>"
"How to print a list with integers without the brackets, commas and no quotes?: <p>This is a list of Integers and this is how they are printing:</p>

<pre><code>[7, 7, 7, 7]
</code></pre>

<p>I want them to simply print like this:</p>

<pre><code>7777
</code></pre>

<p>I don't want brackets, commas or quotes.  What to do?</p>","<p>If you're using Python 3, or appropriate Python 2.x version with <code>from __future__ import print_function</code> then:</p>

<pre><code>data = [7, 7, 7, 7]
print(*data, sep='')
</code></pre>

<p>Otherwise, you'll need to convert to string and print:</p>

<pre><code>print ''.join(map(str, data))
</code></pre>"
"How to print a list with integers without the brackets, commas and no quotes?: <p>This is a list of Integers and this is how they are printing:</p>

<pre><code>[7, 7, 7, 7]
</code></pre>

<p>I want them to simply print like this:</p>

<pre><code>7777
</code></pre>

<p>I don't want brackets, commas or quotes.  What to do?</p>","<p>Using <code>.format</code> from Python 2.6 and higher:</p>

<pre><code>&gt;&gt;&gt; print '{}{}{}{}'.format(*[7,7,7,7])
7777
&gt;&gt;&gt; data = [7, 7, 7, 7] * 3
&gt;&gt;&gt; print ('{}'*len(data)).format(*data)
777777777777777777777777
</code></pre>

<p>For Python 3:</p>

<pre><code>&gt;&gt;&gt; print(('{}'*len(data)).format(*data))
777777777777777777777777
</code></pre>"
